player,team,nation,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,PrgC,PrgP,Prgr,Gls/90,Ast/90,xG/90,xGA/90,SoT%,SoT/90,G/sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP/passing,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ%,Tkld%,Carries,ProDist,ProgC,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Lost,Blocks,Sh,Pass,Int,SCA,SCA90,GCA,GCA90,Fls,Fld,Off,Crs,Recov,Won,Won%,GA90,Save%,CS%,PSave%
Leandro Trossard,"2024-2025 Arsenal Stats
(Premier League)",be BEL,FW,30,32.0,23.0,2091.0,5.0,5.0,4.0,1.0,5.6,5.0,69.0,85.0,185.0,0.22,0.22,0.24,0.22,28.8,0.73,0.08,16.6,563.0,73.8,9263.0,84.9,76.2,51.9,35.0,46.0,41.0,9.0,85.0,1025.0,14.0,114.0,315.0,612.0,122.0,29.0,42.0,44.9,647.0,4008.0,69.0,26.0,48.0,38.0,755.0,185.0,25.0,16.0,20.0,25.0,0.0,25.0,9.0,74.0,3.18,6.0,0.26,23.0,39.0,5.0,77.0,87.0,5.0,20.0,N/a,N/a,N/a,N/a
Leif Davis,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,DF,25,30.0,29.0,2532.0,1.0,2.0,5.0,0.0,0.9,4.3,47.0,55.0,117.0,0.04,0.07,0.03,0.15,14.3,0.07,0.07,20.4,846.0,71.3,14609.0,85.9,77.3,37.3,54.0,27.0,26.0,11.0,55.0,1448.0,114.0,513.0,477.0,477.0,36.0,46.0,35.1,45.9,654.0,3543.0,47.0,10.0,36.0,14.0,766.0,117.0,45.0,26.0,22.0,24.0,8.0,16.0,24.0,85.0,3.02,4.0,0.14,24.0,30.0,3.0,148.0,110.0,32.0,59.3,N/a,N/a,N/a,N/a
Leny Yoro,"2024-2025 Manchester United Stats
(Premier League)",fr FRA,DF,19,17.0,10.0,967.0,0.0,0.0,5.0,0.0,0.7,0.0,16.0,43.0,4.0,0.0,0.0,0.07,0.0,20.0,0.09,0.0,8.6,593.0,92.5,9603.0,95.4,94.7,65.0,0.0,10.0,2.0,1.0,43.0,749.0,70.0,351.0,349.0,51.0,10.0,15.0,33.3,66.7,516.0,2508.0,16.0,1.0,2.0,2.0,552.0,4.0,23.0,10.0,13.0,5.0,3.0,2.0,17.0,5.0,0.47,0.0,0.0,8.0,1.0,1.0,1.0,32.0,11.0,45.8,N/a,N/a,N/a,N/a
Leon Bailey,"2024-2025 Aston Villa Stats
(Premier League)",jm JAM,"FW,MF",27,23.0,14.0,1138.0,1.0,2.0,3.0,0.0,1.7,1.5,57.0,35.0,121.0,0.08,0.16,0.14,0.12,21.4,0.47,0.04,17.3,273.0,70.7,4275.0,81.4,81.1,47.4,16.0,22.0,20.0,2.0,35.0,539.0,18.0,76.0,155.0,318.0,69.0,10.0,38.6,42.1,344.0,2540.0,57.0,33.0,35.0,25.0,386.0,121.0,6.0,4.0,9.0,6.0,0.0,6.0,3.0,38.0,3.01,4.0,0.32,12.0,18.0,3.0,34.0,59.0,6.0,40.0,N/a,N/a,N/a,N/a
Lesley Ugochukwu,"2024-2025 Southampton Stats
(Premier League)",fr FRA,MF,21,21.0,13.0,1267.0,0.0,1.0,5.0,0.0,0.7,1.0,22.0,47.0,19.0,0.0,0.07,0.05,0.07,0.0,0.0,0.0,18.8,474.0,84.9,7305.0,88.1,91.7,57.1,13.0,11.0,6.0,1.0,47.0,696.0,34.0,156.0,404.0,142.0,19.0,30.0,70.8,25.0,380.0,2022.0,22.0,5.0,8.0,9.0,480.0,19.0,43.0,20.0,12.0,23.0,7.0,16.0,10.0,21.0,1.49,1.0,0.07,26.0,13.0,0.0,5.0,49.0,14.0,53.8,N/a,N/a,N/a,N/a
Levi Colwill,"2024-2025 Chelsea Stats
(Premier League)",eng ENG,DF,22,29.0,29.0,2609.0,1.0,1.0,7.0,0.0,1.0,1.1,12.0,121.0,9.0,0.03,0.03,0.04,0.04,21.4,0.1,0.07,10.4,2036.0,89.6,36960.0,92.9,95.0,57.7,14.0,11.0,7.0,3.0,121.0,2506.0,308.0,1158.0,1237.0,120.0,29.0,25.0,62.5,37.5,1416.0,6425.0,12.0,1.0,11.0,7.0,1835.0,9.0,36.0,24.0,46.0,31.0,22.0,9.0,30.0,36.0,1.24,3.0,0.1,37.0,17.0,4.0,13.0,97.0,73.0,61.3,N/a,N/a,N/a,N/a
Lewis Cook,"2024-2025 Bournemouth Stats
(Premier League)",eng ENG,"MF,DF",28,30.0,28.0,2572.0,1.0,3.0,7.0,0.0,0.9,4.1,33.0,147.0,46.0,0.03,0.1,0.03,0.14,30.8,0.14,0.08,23.7,1071.0,76.5,18616.0,84.9,84.4,45.9,46.0,26.0,25.0,10.0,147.0,1676.0,72.0,387.0,882.0,426.0,19.0,61.0,62.5,37.5,742.0,3718.0,33.0,4.0,28.0,15.0,835.0,46.0,70.0,39.0,32.0,26.0,8.0,18.0,39.0,84.0,2.94,5.0,0.17,45.0,9.0,3.0,119.0,170.0,37.0,53.6,N/a,N/a,N/a,N/a
Lewis Dunk,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",eng ENG,DF,33,22.0,20.0,1813.0,0.0,0.0,5.0,0.0,0.7,0.5,20.0,134.0,3.0,0.0,0.0,0.03,0.03,20.0,0.1,0.0,13.4,1606.0,90.8,30025.0,96.7,95.0,62.6,6.0,16.0,5.0,0.0,134.0,1908.0,230.0,906.0,918.0,94.0,17.0,17.0,0.0,100.0,1198.0,5604.0,20.0,0.0,6.0,3.0,1406.0,3.0,16.0,9.0,28.0,22.0,15.0,7.0,12.0,16.0,0.79,3.0,0.15,7.0,8.0,2.0,4.0,94.0,44.0,61.1,N/a,N/a,N/a,N/a
Lewis Hall,"2024-2025 Newcastle United Stats
(Premier League)",eng ENG,DF,20,27.0,24.0,2189.0,0.0,4.0,3.0,0.0,0.4,4.3,41.0,123.0,80.0,0.0,0.16,0.02,0.18,9.1,0.04,0.0,18.8,1300.0,81.7,21999.0,91.3,85.1,51.5,34.0,22.0,17.0,5.0,123.0,1820.0,95.0,623.0,804.0,414.0,47.0,74.0,52.4,33.3,950.0,4398.0,41.0,13.0,33.0,20.0,1094.0,80.0,58.0,41.0,31.0,33.0,18.0,15.0,18.0,63.0,2.59,6.0,0.25,9.0,21.0,1.0,110.0,119.0,30.0,49.2,N/a,N/a,N/a,N/a
Lewis Miley,"2024-2025 Newcastle United Stats
(Premier League)",eng ENG,MF,18,11.0,1.0,225.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,13.0,6.0,0.4,0.0,0.22,0.01,66.7,0.8,0.33,14.6,121.0,87.1,1768.0,86.8,95.6,85.7,1.0,1.0,4.0,0.0,13.0,175.0,5.0,37.0,97.0,42.0,5.0,11.0,0.0,50.0,87.0,440.0,1.0,0.0,5.0,1.0,124.0,6.0,11.0,9.0,5.0,5.0,1.0,4.0,2.0,3.0,1.19,0.0,0.0,3.0,1.0,0.0,0.0,14.0,5.0,50.0,N/a,N/a,N/a,N/a
Liam Delap,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,FW,22,31.0,29.0,2344.0,12.0,2.0,8.0,0.0,9.0,1.9,58.0,30.0,101.0,0.46,0.08,0.35,0.07,45.8,1.04,0.17,15.8,201.0,61.1,2808.0,70.0,63.4,40.9,20.0,42.0,6.0,0.0,30.0,619.0,28.0,72.0,257.0,308.0,85.0,14.0,48.1,41.6,406.0,3051.0,58.0,28.0,92.0,55.0,488.0,101.0,10.0,7.0,61.0,8.0,0.0,8.0,2.0,60.0,2.31,7.0,0.27,63.0,46.0,13.0,5.0,57.0,50.0,45.0,N/a,N/a,N/a,N/a
Lisandro Martínez,"2024-2025 Manchester United Stats
(Premier League)",ar ARG,DF,27,20.0,20.0,1751.0,2.0,1.0,7.0,0.0,1.3,1.1,23.0,117.0,7.0,0.1,0.05,0.07,0.06,35.3,0.31,0.12,15.9,1200.0,89.4,20292.0,94.2,93.0,55.2,9.0,23.0,18.0,2.0,117.0,1524.0,156.0,713.0,697.0,125.0,18.0,36.0,85.7,14.3,1017.0,5141.0,23.0,2.0,1.0,3.0,1069.0,7.0,40.0,24.0,13.0,22.0,8.0,14.0,32.0,26.0,1.34,2.0,0.1,22.0,7.0,0.0,9.0,81.0,16.0,55.2,N/a,N/a,N/a,N/a
Lloyd Kelly,"2024-2025 Newcastle United Stats
(Premier League)",eng ENG,DF,26,10.0,4.0,303.0,0.0,1.0,2.0,0.0,0.4,0.5,0.0,9.0,5.0,0.0,0.3,0.12,0.14,0.0,0.0,0.0,7.3,146.0,80.7,2636.0,87.7,89.7,41.7,2.0,2.0,1.0,1.0,9.0,215.0,26.0,105.0,94.0,19.0,4.0,1.0,66.7,33.3,120.0,474.0,0.0,0.0,3.0,2.0,129.0,5.0,5.0,4.0,2.0,6.0,4.0,2.0,1.0,2.0,0.59,1.0,0.3,5.0,5.0,1.0,1.0,19.0,6.0,75.0,N/a,N/a,N/a,N/a
Lucas Bergvall,"2024-2025 Tottenham Hotspur Stats
(Premier League)",se SWE,MF,19,25.0,10.0,1112.0,0.0,1.0,3.0,0.0,0.7,0.6,30.0,48.0,28.0,0.0,0.08,0.06,0.05,16.7,0.16,0.0,19.9,600.0,88.4,9970.0,92.6,90.8,75.0,11.0,21.0,7.0,3.0,48.0,833.0,34.0,174.0,452.0,220.0,20.0,30.0,47.7,43.2,506.0,3232.0,30.0,4.0,19.0,18.0,558.0,28.0,36.0,19.0,8.0,16.0,7.0,9.0,22.0,21.0,1.7,4.0,0.32,20.0,13.0,0.0,18.0,70.0,8.0,50.0,N/a,N/a,N/a,N/a
Lucas Digne,"2024-2025 Aston Villa Stats
(Premier League)",fr FRA,DF,31,29.0,26.0,2151.0,0.0,4.0,3.0,0.0,0.8,4.1,21.0,51.0,135.0,0.0,0.17,0.03,0.17,23.1,0.13,0.0,22.7,893.0,75.1,14338.0,88.2,78.7,37.7,34.0,14.0,27.0,17.0,51.0,1422.0,86.0,485.0,434.0,513.0,28.0,58.0,50.0,44.4,652.0,2822.0,21.0,4.0,17.0,15.0,778.0,135.0,60.0,34.0,26.0,23.0,4.0,19.0,25.0,59.0,2.47,5.0,0.21,18.0,13.0,7.0,136.0,95.0,32.0,55.2,N/a,N/a,N/a,N/a
Lucas Paquetá,"2024-2025 West Ham United Stats
(Premier League)",br BRA,"MF,FW",27,28.0,24.0,2077.0,4.0,0.0,8.0,0.0,5.1,2.7,18.0,119.0,78.0,0.17,0.0,0.22,0.12,8.3,0.13,0.06,19.5,931.0,76.6,15207.0,83.5,78.2,61.5,30.0,28.0,34.0,2.0,119.0,1513.0,49.0,298.0,841.0,386.0,53.0,45.0,40.5,45.9,777.0,2670.0,18.0,2.0,49.0,47.0,1062.0,78.0,59.0,34.0,56.0,26.0,4.0,22.0,16.0,68.0,2.95,6.0,0.26,44.0,51.0,6.0,25.0,128.0,43.0,43.4,N/a,N/a,N/a,N/a
Luis Díaz,"2024-2025 Liverpool Stats
(Premier League)",co COL,FW,28,31.0,24.0,2061.0,11.0,5.0,2.0,0.0,9.1,4.4,101.0,98.0,259.0,0.48,0.22,0.4,0.19,41.9,1.14,0.18,13.9,662.0,84.3,10648.0,89.2,86.1,81.8,49.0,48.0,39.0,5.0,98.0,1053.0,14.0,73.0,366.0,633.0,150.0,32.0,45.3,44.3,696.0,5177.0,101.0,55.0,50.0,42.0,829.0,259.0,31.0,19.0,29.0,14.0,0.0,14.0,6.0,108.0,4.72,16.0,0.7,45.0,27.0,9.0,28.0,93.0,11.0,27.5,N/a,N/a,N/a,N/a
Luis Guilherme,"2024-2025 West Ham United Stats
(Premier League)",br BRA,"MF,FW",19,10.0,1.0,122.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,3.0,12.0,0.0,0.0,0.1,0.06,0.0,0.0,0.0,16.4,44.0,83.0,686.0,96.6,85.7,57.1,3.0,2.0,3.0,2.0,3.0,77.0,3.0,16.0,27.0,35.0,3.0,2.0,50.0,25.0,38.0,273.0,3.0,1.0,3.0,2.0,50.0,12.0,1.0,0.0,1.0,6.0,0.0,6.0,3.0,10.0,7.38,0.0,0.0,0.0,4.0,0.0,8.0,6.0,2.0,66.7,N/a,N/a,N/a,N/a
Luis Sinisterra,"2024-2025 Bournemouth Stats
(Premier League)",co COL,"FW,MF",25,12.0,1.0,236.0,1.0,1.0,0.0,0.0,1.2,1.4,19.0,6.0,38.0,0.38,0.38,0.46,0.54,46.2,2.29,0.08,14.8,73.0,78.5,1067.0,91.7,68.8,100.0,9.0,6.0,2.0,2.0,6.0,155.0,7.0,18.0,41.0,96.0,23.0,4.0,40.0,50.0,95.0,744.0,19.0,10.0,6.0,3.0,102.0,38.0,7.0,2.0,7.0,3.0,0.0,3.0,1.0,14.0,5.29,1.0,0.38,4.0,2.0,1.0,7.0,17.0,3.0,30.0,N/a,N/a,N/a,N/a
Luke Thomas,"2024-2025 Leicester City Stats
(Premier League)",eng ENG,DF,23,8.0,7.0,603.0,0.0,0.0,1.0,0.0,0.1,0.1,2.0,20.0,9.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,18.7,284.0,78.5,4559.0,91.1,81.1,43.2,4.0,2.0,2.0,1.0,20.0,440.0,29.0,162.0,216.0,65.0,5.0,23.0,40.0,60.0,214.0,821.0,2.0,1.0,7.0,1.0,251.0,9.0,19.0,15.0,11.0,9.0,4.0,5.0,8.0,5.0,0.75,0.0,0.0,3.0,4.0,0.0,17.0,23.0,7.0,38.9,N/a,N/a,N/a,N/a
Luke Woolfenden,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,DF,26,13.0,10.0,1007.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,437.0,87.9,8028.0,96.4,93.7,52.3,0.0,3.0,0.0,0.0,15.0,608.0,126.0,345.0,254.0,9.0,3.0,5.0,N/a,N/a,331.0,1900.0,7.0,0.0,4.0,0.0,389.0,0.0,9.0,6.0,11.0,17.0,11.0,6.0,18.0,2.0,0.18,0.0,0.0,5.0,2.0,1.0,0.0,33.0,15.0,57.7,N/a,N/a,N/a,N/a
Mads Hermansen,"2024-2025 Leicester City Stats
(Premier League)",dk DEN,GK,24,25.0,25.0,2205.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,602.0,61.2,15807.0,98.6,94.7,33.2,0.0,0.0,1.0,0.0,1.0,1050.0,756.0,1010.0,42.0,0.0,0.0,1.0,100.0,0.0,668.0,3363.0,0.0,0.0,1.0,0.0,571.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.12,0.0,0.0,0.0,2.0,0.0,0.0,14.0,4.0,80.0,2.2,64.1,4.0,25.0
Mads Roerslev,"2024-2025 Brentford Stats
(Premier League)",dk DEN,DF,25,19.0,11.0,1101.0,0.0,2.0,2.0,0.0,0.2,3.0,17.0,51.0,54.0,0.0,0.16,0.02,0.24,40.0,0.16,0.0,20.8,422.0,78.7,6925.0,88.0,79.9,55.1,14.0,13.0,11.0,4.0,51.0,645.0,49.0,234.0,268.0,146.0,20.0,28.0,36.8,42.1,352.0,1630.0,17.0,0.0,9.0,6.0,407.0,54.0,18.0,8.0,14.0,12.0,5.0,7.0,4.0,21.0,1.72,2.0,0.16,6.0,10.0,0.0,31.0,39.0,10.0,41.7,N/a,N/a,N/a,N/a
Malo Gusto,"2024-2025 Chelsea Stats
(Premier League)",fr FRA,DF,21,27.0,19.0,1776.0,0.0,1.0,4.0,0.0,1.7,1.2,47.0,112.0,81.0,0.0,0.05,0.08,0.06,14.3,0.15,0.0,21.2,1136.0,86.3,18576.0,93.4,88.0,61.1,20.0,32.0,17.0,6.0,112.0,1510.0,54.0,370.0,727.0,424.0,41.0,46.0,26.7,66.7,827.0,4184.0,47.0,8.0,15.0,17.0,1014.0,81.0,43.0,28.0,15.0,28.0,8.0,20.0,22.0,55.0,2.79,4.0,0.2,20.0,17.0,2.0,50.0,109.0,8.0,34.8,N/a,N/a,N/a,N/a
Manuel Akanji,"2024-2025 Manchester City Stats
(Premier League)",ch SUI,DF,29,20.0,20.0,1707.0,0.0,0.0,3.0,0.0,0.7,0.4,38.0,135.0,6.0,0.0,0.0,0.04,0.02,10.0,0.05,0.0,16.3,1389.0,93.9,22799.0,96.0,95.5,73.9,9.0,52.0,11.0,2.0,135.0,1591.0,108.0,472.0,773.0,348.0,11.0,12.0,100.0,0.0,1041.0,5502.0,38.0,0.0,4.0,5.0,1258.0,6.0,15.0,10.0,29.0,11.0,8.0,3.0,7.0,34.0,1.79,2.0,0.11,16.0,9.0,0.0,11.0,86.0,23.0,44.2,N/a,N/a,N/a,N/a
Manuel Ugarte Ribeiro,"2024-2025 Manchester United Stats
(Premier League)",uy URU,MF,24,24.0,19.0,1532.0,1.0,0.0,9.0,0.0,0.8,0.6,9.0,49.0,18.0,0.06,0.0,0.05,0.03,18.8,0.18,0.06,22.0,650.0,87.1,10629.0,89.3,92.6,73.6,7.0,9.0,9.0,3.0,49.0,966.0,40.0,279.0,538.0,165.0,14.0,56.0,51.7,34.5,545.0,2190.0,9.0,1.0,27.0,20.0,588.0,18.0,67.0,42.0,17.0,26.0,3.0,23.0,24.0,25.0,1.47,2.0,0.12,35.0,28.0,0.0,7.0,107.0,17.0,50.0,N/a,N/a,N/a,N/a
Marc Cucurella,"2024-2025 Chelsea Stats
(Premier League)",es ESP,DF,26,30.0,27.0,2448.0,4.0,1.0,9.0,1.0,2.2,1.8,29.0,92.0,102.0,0.15,0.04,0.08,0.07,38.9,0.26,0.22,16.5,1396.0,87.7,21799.0,93.9,89.7,55.7,17.0,15.0,10.0,3.0,92.0,1841.0,91.0,556.0,838.0,454.0,65.0,48.0,30.8,53.8,784.0,3257.0,29.0,2.0,25.0,5.0,1153.0,102.0,53.0,36.0,48.0,39.0,12.0,27.0,21.0,44.0,1.62,5.0,0.18,31.0,31.0,3.0,28.0,106.0,25.0,34.2,N/a,N/a,N/a,N/a
Marc Guéhi,"2024-2025 Crystal Palace Stats
(Premier League)",eng ENG,DF,24,29.0,29.0,2609.0,3.0,2.0,9.0,1.0,1.7,1.1,17.0,119.0,8.0,0.1,0.07,0.06,0.04,50.0,0.21,0.25,9.8,1271.0,83.5,24571.0,91.4,88.8,55.7,10.0,15.0,9.0,3.0,119.0,1836.0,275.0,934.0,798.0,114.0,24.0,42.0,78.6,14.3,963.0,4860.0,17.0,1.0,14.0,15.0,1129.0,8.0,53.0,29.0,45.0,50.0,21.0,29.0,23.0,32.0,1.1,5.0,0.17,20.0,24.0,1.0,11.0,127.0,63.0,58.3,N/a,N/a,N/a,N/a
Marco Asensio,"2024-2025 Aston Villa Stats
(Premier League)",es ESP,"MF,FW",29,7.0,4.0,395.0,3.0,1.0,1.0,0.0,3.8,0.4,15.0,28.0,20.0,0.68,0.23,0.86,0.1,53.3,1.82,0.2,19.7,143.0,79.4,2028.0,91.3,82.8,31.3,7.0,18.0,8.0,2.0,28.0,226.0,1.0,16.0,91.0,124.0,20.0,7.0,50.0,50.0,143.0,809.0,15.0,3.0,4.0,6.0,160.0,20.0,6.0,4.0,0.0,2.0,0.0,2.0,1.0,16.0,3.65,2.0,0.46,6.0,3.0,2.0,16.0,16.0,0.0,N/a,N/a,N/a,N/a,N/a
Marcos Senesi,"2024-2025 Bournemouth Stats
(Premier League)",ar ARG,DF,27,13.0,11.0,963.0,0.0,0.0,4.0,0.0,0.8,0.2,12.0,50.0,5.0,0.0,0.0,0.08,0.02,0.0,0.0,0.0,6.0,474.0,76.6,9852.0,87.8,85.9,50.6,3.0,14.0,12.0,3.0,50.0,749.0,62.0,326.0,366.0,66.0,12.0,28.0,55.6,44.4,464.0,2404.0,12.0,0.0,5.0,5.0,472.0,5.0,35.0,21.0,26.0,14.0,6.0,8.0,11.0,16.0,1.5,1.0,0.09,17.0,7.0,0.0,9.0,64.0,23.0,46.9,N/a,N/a,N/a,N/a
Marcus Rashford,"2024-2025 Aston Villa Stats
(Premier League)",eng ENG,FW,27,8.0,3.0,360.0,1.0,2.0,0.0,0.0,1.6,2.1,19.0,12.0,40.0,0.25,0.5,0.39,0.52,26.7,1.0,0.07,19.8,107.0,71.3,1613.0,87.7,75.6,34.8,11.0,7.0,8.0,2.0,12.0,201.0,2.0,13.0,44.0,145.0,25.0,4.0,47.4,52.6,119.0,696.0,19.0,14.0,6.0,1.0,140.0,40.0,7.0,4.0,7.0,2.0,0.0,2.0,1.0,25.0,6.25,3.0,0.75,1.0,3.0,1.0,26.0,10.0,1.0,12.5,N/a,N/a,N/a,N/a
Marcus Rashford,"2024-2025 Manchester United Stats
(Premier League)",eng ENG,"FW,MF",27,15.0,12.0,978.0,4.0,1.0,2.0,0.0,1.7,2.1,20.0,21.0,79.0,0.37,0.09,0.16,0.19,56.3,0.83,0.25,16.4,253.0,73.8,3508.0,83.6,65.9,50.0,15.0,19.0,16.0,8.0,21.0,440.0,3.0,35.0,189.0,222.0,34.0,9.0,23.1,66.7,293.0,1694.0,20.0,12.0,14.0,6.0,341.0,79.0,7.0,4.0,7.0,8.0,0.0,8.0,4.0,29.0,2.67,1.0,0.09,8.0,7.0,7.0,27.0,24.0,5.0,41.7,N/a,N/a,N/a,N/a
Marcus Tavernier,"2024-2025 Bournemouth Stats
(Premier League)",eng ENG,"FW,MF",26,22.0,16.0,1505.0,3.0,5.0,5.0,0.0,5.2,2.8,36.0,95.0,101.0,0.18,0.3,0.31,0.17,31.9,0.9,0.06,20.4,498.0,72.2,8483.0,86.7,77.7,43.4,36.0,33.0,28.0,9.0,95.0,905.0,17.0,100.0,345.0,480.0,47.0,25.0,42.6,51.1,510.0,3047.0,36.0,7.0,36.0,41.0,571.0,101.0,38.0,23.0,29.0,12.0,2.0,10.0,4.0,82.0,4.9,10.0,0.6,23.0,20.0,4.0,88.0,92.0,21.0,42.0,N/a,N/a,N/a,N/a
Mario Lemina,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",ga GAB,"MF,DF",31,17.0,15.0,1364.0,1.0,3.0,4.0,0.0,1.4,1.1,8.0,48.0,21.0,0.07,0.2,0.09,0.07,27.8,0.33,0.06,21.9,493.0,80.4,9479.0,85.0,87.7,61.1,10.0,12.0,13.0,4.0,48.0,809.0,92.0,324.0,378.0,119.0,18.0,29.0,62.5,25.0,382.0,2068.0,8.0,2.0,21.0,11.0,482.0,21.0,51.0,31.0,16.0,12.0,7.0,5.0,27.0,26.0,1.71,5.0,0.33,17.0,8.0,4.0,10.0,73.0,25.0,61.0,N/a,N/a,N/a,N/a
Mark Flekken,"2024-2025 Brentford Stats
(Premier League)",nl NED,GK,31,31.0,31.0,2735.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.0,0.01,N/a,0.0,N/a,N/a,1083.0,73.6,31840.0,97.8,97.5,50.2,2.0,0.0,2.0,0.0,0.0,1567.0,1225.0,1521.0,51.0,0.0,0.0,8.0,100.0,0.0,953.0,4797.0,0.0,0.0,3.0,0.0,875.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,7.0,0.23,1.0,0.03,0.0,3.0,0.0,0.0,35.0,4.0,100.0,1.51,74.0,16.1,0.0
Mark Travers,"2024-2025 Bournemouth Stats
(Premier League)",ie IRL,GK,25,5.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,100.0,70.4,3469.0,100.0,96.2,51.8,0.0,0.0,0.0,0.0,0.0,162.0,144.0,159.0,3.0,0.0,0.0,0.0,N/a,N/a,85.0,426.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,100.0,1.0,80.0,20.0,N/a
Marshall Munetsi,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",zw ZIM,"MF,FW",28,8.0,7.0,608.0,1.0,1.0,0.0,0.0,3.0,0.9,3.0,6.0,22.0,0.15,0.15,0.44,0.13,33.3,0.74,0.07,14.8,86.0,72.3,1051.0,79.4,71.4,0.0,4.0,1.0,1.0,0.0,6.0,213.0,12.0,30.0,119.0,64.0,19.0,14.0,0.0,50.0,84.0,289.0,3.0,2.0,23.0,5.0,109.0,22.0,17.0,8.0,14.0,7.0,1.0,6.0,4.0,13.0,1.92,1.0,0.15,9.0,8.0,3.0,4.0,20.0,16.0,53.3,N/a,N/a,N/a,N/a
Martin Dúbravka,"2024-2025 Newcastle United Stats
(Premier League)",sk SVK,GK,36,10.0,10.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,265.0,79.6,5932.0,100.0,100.0,40.2,0.0,0.0,0.0,0.0,0.0,350.0,262.0,337.0,14.0,0.0,0.0,0.0,N/a,N/a,202.0,1043.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,4.0,100.0,1.2,70.7,50.0,N/a
Martin Ødegaard,"2024-2025 Arsenal Stats
(Premier League)",no NOR,MF,26,24.0,21.0,1865.0,2.0,4.0,4.0,0.0,4.2,4.2,67.0,198.0,126.0,0.1,0.19,0.2,0.2,30.6,0.53,0.03,18.5,964.0,82.4,14639.0,90.7,87.5,48.2,49.0,57.0,65.0,5.0,198.0,1319.0,6.0,89.0,556.0,688.0,85.0,23.0,41.7,56.3,896.0,5500.0,67.0,18.0,26.0,36.0,1039.0,126.0,18.0,10.0,7.0,4.0,0.0,4.0,3.0,95.0,4.59,10.0,0.48,10.0,19.0,1.0,75.0,77.0,8.0,53.3,N/a,N/a,N/a,N/a
Mason Mount,"2024-2025 Manchester United Stats
(Premier League)",eng ENG,"MF,FW",26,11.0,4.0,316.0,0.0,0.0,3.0,0.0,0.7,0.2,5.0,13.0,10.0,0.0,0.0,0.21,0.05,50.0,0.85,0.0,18.3,93.0,78.8,1387.0,84.5,81.6,55.6,5.0,7.0,1.0,1.0,13.0,156.0,3.0,23.0,82.0,52.0,9.0,8.0,0.0,75.0,100.0,465.0,5.0,1.0,5.0,8.0,111.0,10.0,8.0,2.0,6.0,7.0,1.0,6.0,2.0,9.0,2.56,0.0,0.0,10.0,5.0,0.0,7.0,8.0,2.0,25.0,N/a,N/a,N/a,N/a
Massimo Luongo,"2024-2025 Ipswich Town Stats
(Premier League)",au AUS,MF,32,7.0,2.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,39.0,73.6,551.0,88.9,68.8,33.3,0.0,0.0,0.0,0.0,5.0,72.0,9.0,32.0,24.0,16.0,1.0,7.0,N/a,N/a,38.0,140.0,0.0,0.0,2.0,3.0,41.0,1.0,8.0,5.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,10.0,1.0,100.0,N/a,N/a,N/a,N/a
